SKU,Description,Name,DisplayName,Available in SNaP,Pricing Formula,Cost,FranchisePrice,RetailPrice,Series,UOM,ProductType,VendorName,VendorItemNum,Type,Thickness,TypeCode,ColorCode,ProfileCode,IsActive
AC-0000697,Side Locks Keyed alike 8045-415A,Side Locks Keyed alike 8045-415A,Side Locks Keyed alike 8045-415A,0,AC Lock,23.6,27.14,52.53,0,EA,AC,LOUIS,NC8043-415A Wurth,4,1,0,0,0,Y
AC-0000698,"Storage Lock, plastic, black, vertical","Storage Lock, plastic, black, vertical","Storage Lock, plastic, black, vertical",0,AC Lock,24.76,28.47,54.91,0,EA,AC,HAFELE,223.63.355,4,1,0,0,0,Y
AC-0000699,"Door Lock, C8173, steel, brushed chrome, 7/8"", K101","Door Lock, C8173, steel, brushed chrome, 7/8"", K101","Door Lock, C8173, steel, brushed chrome, 7/8"", K101",0,AC Lock,23.25,26.74,51.81,0,EA,AC,HAFELE,232.14.401,4,1,0,0,0,Y
AC-0000700,"Door Lock, C8173, steel, brushed chrome, 7/8"", K107","Door Lock, C8173, steel, brushed chrome, 7/8"", K107","Door Lock, C8173, steel, brushed chrome, 7/8"", K107",0,AC Lock,23.24,26.73,51.79,0,EA,AC,HAFELE,232.14.403,4,1,0,0,0,Y
AC-0000701,"Deadbolt Lock Body, zinc, round, right hand/left hand","Deadbolt Lock Body, zinc, round, right hand/left hand","Deadbolt Lock Body, zinc, round, right hand/left hand",0,AC Lock,2.18,2.51,8.56,0,EA,AC,HAFELE,232.18.304,4,1,0,0,0,Y
AC-0000702,"Deadbolt Lock Body, zinc, round, right hand/left hand, 49mm throw","Deadbolt Lock Body, zinc, round, right hand/left hand, 49mm throw","Deadbolt Lock Body, zinc, round, right hand/left hand, 49mm throw",0,AC Lock,2.18,2.51,8.56,0,EA,AC,HAFELE,232.18.306,4,1,0,0,0,Y
AC-0000703,"Deadbolt Lock Body, zinc, round, drawer","Deadbolt Lock Body, zinc, round, drawer","Deadbolt Lock Body, zinc, round, drawer",0,AC Lock,2.18,2.51,8.56,0,EA,AC,HAFELE,232.18.313,4,1,0,0,0,Y
AC-0000704,"Deadbolt Lock Body, zinc, drawer, offset 15mm","Deadbolt Lock Body, zinc, drawer, offset 15mm","Deadbolt Lock Body, zinc, drawer, offset 15mm",0,AC Lock,2.18,2.51,8.56,0,EA,AC,HAFELE,232.18.358,4,1,0,0,0,Y
AC-0000705,"Deadbolt Lock Body, zinc, drawer, offset 22mm","Deadbolt Lock Body, zinc, drawer, offset 22mm","Deadbolt Lock Body, zinc, drawer, offset 22mm",0,AC Lock,2.18,2.51,8.56,0,EA,AC,HAFELE,232.18.360,4,1,0,0,0,Y
AC-0000706,"Double Door Offset Lock, lower right or upper left, zinc, black","Double Door Offset Lock, lower right or upper left, zinc, black","Double Door Offset Lock, lower right or upper left, zinc, black",0,AC Lock,2.86,3.29,9.96,0,EA,AC,HAFELE,232.35.303,4,1,0,0,0,Y
AC-0000707,"Sliding Glass Door Lock, Symo, zinc, nickel-plated matt","Sliding Glass Door Lock, Symo, zinc, nickel-plated matt","Sliding Glass Door Lock, Symo, zinc, nickel-plated matt",0,AC Lock,8.4,9.66,21.33,0,EA,AC,HAFELE,233.44.600,4,1,0,0,0,Y
AC-0000708,"Cam Lock Body, outward cam, horizontal, 90 degree rotation","Cam Lock Body, outward cam, horizontal, 90 degree rotation","Cam Lock Body, outward cam, horizontal, 90 degree rotation",0,AC Lock,2.86,3.29,9.96,0,EA,AC,HAFELE,235.08.018,4,1,0,0,0,Y
AC-0000709,"Cam Lock Body, straight cam, horizontal drawer","Cam Lock Body, straight cam, horizontal drawer","Cam Lock Body, straight cam, horizontal drawer",0,AC Lock,2.86,3.29,9.96,0,EA,AC,HAFELE,235.08.303,4,1,0,0,0,Y
AC-0000710,"Cam Lock Body, straight cam, 180 degree rotation, vertical door","Cam Lock Body, straight cam, 180 degree rotation, vertical door","Cam Lock Body, straight cam, 180 degree rotation, vertical door",0,AC Lock,2.86,3.29,9.96,0,EA,AC,HAFELE,235.08.358,4,1,0,0,0,Y
AC-0000711,"Cam Lock Body, adjustable, zinc, 22mm-35mm","Cam Lock Body, adjustable, zinc, 22mm-35mm","Cam Lock Body, adjustable, zinc, 22mm-35mm",0,AC Lock,4.46,5.13,13.24,0,EA,AC,HAFELE,235.09.000,4,1,0,0,0,Y
AC-0000712,"StealthLock, battery powered, with key pad, plastic, black, 6"" x 3"" x 7/16"", set","StealthLock, battery powered, with key pad, plastic, black, 6"" x 3"" x 7/16"", set","StealthLock, battery powered, with key pad, plastic, black, 6"" x 3"" x 7/16"", set",0,AC Lock,121.17,139.35,252.81,0,EA,AC,HAFELE,237.56.350,4,1,0,0,0,Y
AC-0000713,"StealthLock, battery powered, plastic, black, lock with cabinet strike and screws","StealthLock, battery powered, plastic, black, lock with cabinet strike and screws","StealthLock, battery powered, plastic, black, lock with cabinet strike and screws",0,AC Lock,84.98,97.73,178.52,0,EA,AC,HAFELE,237.56.352,4,1,0,0,0,Y
AC-0000714,"StealthLock-Loox Power Cord, black, 1524mm","StealthLock-Loox Power Cord, black, 1524mm","StealthLock-Loox Power Cord, black, 1524mm",0,AC Lock,6.2,7.13,16.81,0,EA,AC,HAFELE,237.56.380,4,1,0,0,0,Y
AC-0000715,"Extension Cable, for StealthLock, plastic, black, 5 feet","Extension Cable, for StealthLock, plastic, black, 5 feet","Extension Cable, for StealthLock, plastic, black, 5 feet",0,AC Lock,5.62,6.46,15.62,0,EA,AC,HAFELE,237.56.997,4,1,0,0,0,Y
AC-0000716,"Stealthlock, battery jumper cable, 9 volt, plastic, black, 10 feet","Stealthlock, battery jumper cable, 9 volt, plastic, black, 10 feet","Stealthlock, battery jumper cable, 9 volt, plastic, black, 10 feet",0,AC Lock,12.54,14.42,29.82,0,EA,AC,HAFELE,237.56.999,4,1,0,0,0,Y
AC-0000717,"LOOX LED, 12V, 2025/2026, surface mount ring, round, plastic, stainles steel color, 65mm","LOOX LED, 12V, 2025/2026, surface mount ring, round, plastic, stainles steel color, 65mm","LOOX LED, 12V, 2025/2026, surface mount ring, round, plastic, stainles steel color, 65mm",0,AC Lighting,2.28,2.62,7.74,LOOX,EA,AC,HAFELE,833.72.194,4,1,0,0,0,N
AC-0000718,"LOOX LED, 12V, 2025/2026, recessed mount ring, round, plastic, anthricite, 65mm","LOOX LED, 12V, 2025/2026, recessed mount ring, round, plastic, anthricite, 65mm","LOOX LED, 12V, 2025/2026, recessed mount ring, round, plastic, anthricite, 65mm",0,AC Lighting,2.28,2.62,7.74,LOOX,EA,AC,HAFELE,833.72.380,4,1,0,0,0,N
AC-0000719,LED2092 12 volts 3.4 watts 4000K CRI90 aluminium 0,LED2092 12 volts 3.4 watts 4000K CRI90 aluminium 0,LED2092 12 volts 3.4 watts 4000K CRI90 aluminium 0,0,AC Lighting,20.12,23.14,44.36,LOOX,EA,AC,HAFELE,833.72.476,4,1,0,0,0,N
AC-0000720,LED2065 12 volts direct current 4.8 watts per meter 4000K CRI90 5 - per linear foot price,LED2065 12 volts direct current 4.8 watts per meter 4000K CRI90 5 - per linear foot price,LED2065 12 volts direct current 4.8 watts per meter 4000K CRI90 5 - per linear foot price,0,AC Lighting,107.34,123.44,223.4,LOOX,EA,AC,HAFELE,833.74.356,4,1,0,0,0,N
AC-0000721,LED2068 12 volts direct current 9.6 watts per meter 4000K CRI90 5 - Per linear foot price,LED2068 12 volts direct current 9.6 watts per meter 4000K CRI90 5 - Per linear foot price,LED2068 12 volts direct current 9.6 watts per meter 4000K CRI90 5 - Per linear foot price,0,AC Lighting,125.22,144,260.11,LOOX,EA,AC,HAFELE,833.74.364,4,1,0,0,0,N
AC-0000722,"LOOX 3-Way distribution box, 12v, plastic, black, 20 AWG","LOOX 3-Way distribution box, 12v, plastic, black, 20 AWG","LOOX 3-Way distribution box, 12v, plastic, black, 20 AWG",0,AC Lighting,7.19,8.27,17.82,LOOX,EA,AC,HAFELE,833.74.751,4,1,0,0,0,N
AC-0000723,Robe Hook O.R.B,Robe Hook O.R.B,Robe Hook O.R.B,0,AC Closet Add,1.3,1.5,6.75,0,EA,AC,HAFELE,845.01.300,4,1,0,0,0,Y
AC-0000724,Wardrobe Lift Chr PL- 21in-27in,Wardrobe Lift - 21in-27in,Wardrobe Lift - 21in-27in,0,AC Lift,56.23,64.66,119.5,0,EA,AC,HAFELE,805.31.201,4,1,0,0,0,Y
AC-0000725,Wardrobe Lift Chr-PL - 27in-36in,Wardrobe Lift - 27in-36in,Wardrobe Lift - 27in-36in,0,AC Lift,57.19,65.77,121.47,0,EA,AC,HAFELE,805.31.202,4,1,0,0,0,Y
AC-0000726,Wardrobe Lift Chr-PL - 35in-48in,Wardrobe Lift - 35in-48in,Wardrobe Lift - 35in-48in,0,AC Lift,57.59,66.23,122.3,0,EA,AC,HAFELE,805.31.203,4,1,0,0,0,Y
AC-0000727,"Wardrobe Lift Electric, 110v, Chr Arm 60lb cap, 34""-48"" W","Wardrobe Lift Electric, 110v, Chr Arm 60lb cap, 34""-48"" W","Wardrobe Lift Electric, 110v, Chr Arm 60lb cap, 34""-48"" W",0,AC Lift,568.33,653.58,"1,170.72",0,EA,AC,HAFELE,805.32.254,4,1,0,0,0,Y
AC-0000728,"Wardrobe Lift Electric, 110v, Chr Arm 70lb cap, 29""-48"" W","Wardrobe Lift Electric, 110v, Chr Arm 70lb cap, 29""-48"" W","Wardrobe Lift Electric, 110v, Chr Arm 70lb cap, 29""-48"" W",0,AC Lift,882.35,1014.7,"1,815.32",0,EA,AC,HAFELE,805.32.262,4,1,0,0,0,Y
AC-0000729,"Wardrobe Lift Electric, 110v, Blk Arm 70lb cap, 29""-48"" W","Wardrobe Lift Electric, 110v, Blk Arm 70lb cap, 29""-48"" W","Wardrobe Lift Electric, 110v, Blk Arm 70lb cap, 29""-48"" W",0,AC Lift,887.43,1020.54,"1,825.75",0,EA,AC,HAFELE,805.32.362,4,1,0,0,0,Y
AC-0000730,"Wardrobe Lift, Chr-PL 35 1/16"" - 47 5/8""","Wardrobe Lift, Chr-PL 35 1/16"" - 47 5/8""","Wardrobe Lift, Chr-PL 35 1/16"" - 47 5/8""",0,AC Lift,59.09,67.95,125.38,0,EA,AC,HAFELE,805.31.223,4,1,0,0,0,Y
AC-0000731,"Steel Rod for Wardrobe Lift, Chr-PL 5/8"" dia, 5' 10 7/8""Hndl","Steel Rod for Wardrobe Lift, Chr-PL 5/8"" dia, 5' 10 7/8""Hndl","Steel Rod for Wardrobe Lift, Chr-PL 5/8"" dia, 5' 10 7/8""Hndl",0,AC Lift,19.39,22.3,43.88,0,EA,AC,HAFELE,805.31.295,4,1,0,0,0,Y
AC-0000732,"Steel Rod for Wardrobe Lift, Chr-PL 5/8"" dia 5' Hndl","Steel Rod for Wardrobe Lift, Chr-PL 5/8"" dia 5' Hndl","Steel Rod for Wardrobe Lift, Chr-PL 5/8"" dia 5' Hndl",0,AC Lift,18.07,20.78,41.18,0,EA,AC,HAFELE,805.31.296,4,1,0,0,0,Y
AC-0000733,"Steel Rod for Wardrobe Lift, Chr-PL 5/8"" dia, 4' hndl","Steel Rod for Wardrobe Lift, Chr-PL 5/8"" dia, 4' hndl","Steel Rod for Wardrobe Lift, Chr-PL 5/8"" dia, 4' hndl",0,AC Lift,13.76,15.82,32.32,0,EA,AC,HAFELE,805.31.297,4,1,0,0,0,Y
AC-0000734,Key - Magnetic Lock,Key - Magnetic Lock,Key - Magnetic Lock,0,AC Lock,9.57,11.01,23.73,0,EA,AC,LOUIS,RURL202,4,1,0,0,0,Y
AC-0000735,LATCH FINGER CHROM 245.74.200,LATCH FINGER CHROM 245.74.200,LATCH FINGER CHROM 245.74.200,0,AC Lock,2.97,3.42,10.18,0,EA,AC,HAFELE,245.74.200,4,1,0,0,0,Y
AC-0000736,Lock - Magnetic,Lock - Magnetic,Lock - Magnetic,0,AC Lock,6.61,7.6,17.65,0,EA,AC,LOUIS,RVRL201,4,1,0,0,0,Y
AC-0000737,Velvet Liner - Burgundy,Velvet Liner - Burgundy,Velvet Liner - Burgundy,0,AC Jewelry,2.63,3.29,6.4,0,SF,AC,OCTOBER,0,4,1,0,0,0,Y
AC-0000738,Velvet Liner - Black,Velvet Liner - Black,Velvet Liner - Black,0,AC Jewelry,2.63,3.29,6.4,0,SF,AC,NOVEMBER,0,4,1,0,0,0,Y
AC-0000739,Velvet Liner - Sterling Grey,Velvet Liner - Sterling Grey,Velvet Liner - Sterling Grey,0,AC Jewelry,2.63,3.29,6.4,0,SF,AC,DECEMBER,0,4,1,0,0,0,Y
AC-0000740,Jewelry 21in Sterling Grey,Jewelry 21in Sterling Grey,Jewelry 21in Sterling Grey,0,AC Jewelry,33.03,41.29,62.6,0,EA,AC,OCTOBER,CLA51706-1813-01,4,1,0,0,0,Y
AC-0000741,Jewelry 21in Sterling Grey Slider,Jewelry 21in Sterling Grey Slider,Jewelry 21in Sterling Grey Slider,0,AC Jewelry,55.01,68.76,103.23,0,EA,AC,OCTOBER,CLAAT200-1806-04,4,1,0,0,0,N
AC-0000742,Jewelry 24in Sterling Grey,Jewelry 24in Sterling Grey,Jewelry 24in Sterling Grey,0,AC Jewelry,34.32,42.9,64.98,0,EA,AC,OCTOBER,CLA51706-2113-01,4,1,0,0,0,Y
AC-0000743,Jewelry 24in Sterling Grey Slider,Jewelry 24in Sterling Grey Slider,Jewelry 24in Sterling Grey Slider,0,AC Jewelry,61.87,77.34,115.91,0,EA,AC,OCTOBER,OCTAT200-2106-21,4,1,0,0,0,N
AC-0000744,LAUNDRY HAMPER FULL EXT Matt Alum 18x14x21.5,LAUNDRY HAMPER FULL EXT Matt Alum 18x14x21.5,LAUNDRY HAMPER FULL EXT Matt Alum 18x14x21.5,0,AC Hamper,85.25,98.04,178.06,0,EA,AC,HAFELE,807.52.931,4,1,0,0,0,Y
AC-0000745,LAUNDRY HAMPER FULL EXT Matt Alum 24x14x21.5,LAUNDRY HAMPER FULL EXT Matt Alum 24x14x21.5,LAUNDRY HAMPER FULL EXT Matt Alum 24x14x21.5,0,AC Hamper,98.12,112.84,204.48,0,EA,AC,HAFELE,807.52.933,4,1,0,0,0,Y
AC-0000746,LAUNDRY HAMPER FULL EXT Matt Alum 30x14x21.5,LAUNDRY HAMPER FULL EXT Matt Alum 30x14x21.5,LAUNDRY HAMPER FULL EXT Matt Alum 30x14x21.5,0,AC Hamper,113.07,130.03,235.16,0,EA,AC,HAFELE,807.52.935,4,1,0,0,0,Y
AC-0000753,"16"" x 29"" x 6"" (6H) CANVAS LINER","16"" x 29"" x 6"" (6H) CANVAS LINER","16"" x 29"" x 6"" (6H) CANVAS LINER",0,AC Closet Add,10.74,12.35,26.12,0,EA,AC,HAFELE,547.37.487,4,1,0,0,0,Y
AC-0000754,"16"" x 29"" x 11"" (11H) CANVAS LINER","16"" x 29"" x 11"" (11H) CANVAS LINER","16"" x 29"" x 11"" (11H) CANVAS LINER",0,AC Closet Add,12.3,14.15,29.33,0,EA,AC,HAFELE,547.37.488,4,1,0,0,0,Y
AC-0000755,"16"" x 29"" x 17"" (16H) CANVAS LINER","16"" x 29"" x 17"" (16H) CANVAS LINER","16"" x 29"" x 17"" (16H) CANVAS LINER",0,AC Closet Add,15.1,17.37,35.08,0,EA,AC,HAFELE,547.37.489,4,1,0,0,0,Y
AC-0000756,SHOE FENCE MATTE BLACK 11IN,SHOE FENCE MATTE BLACK 11IN,SHOE FENCE MATTE BLACK 11IN,0,AC Closet Add,4.34,4.99,12.98,0,EA,AC,HAFELE,547.51.301,4,1,0,0,0,Y
AC-0000757,SHOE FENCE MATTE BLACK 17IN,SHOE FENCE MATTE BLACK 17IN,SHOE FENCE MATTE BLACK 17IN,0,AC Closet Add,5.1,5.87,14.55,0,EA,AC,HAFELE,547.51.302,4,1,0,0,0,Y
AC-0000758,SHOE FENCE MATTE BLACK 23IN,SHOE FENCE MATTE BLACK 23IN,SHOE FENCE MATTE BLACK 23IN,0,AC Closet Add,5.97,6.87,16.33,0,EA,AC,HAFELE,547.51.303,4,1,0,0,0,Y
AC-0000759,SHOE FENCE MATTE BLACK 29IN,SHOE FENCE MATTE BLACK 29IN,SHOE FENCE MATTE BLACK 29IN,0,AC Closet Add,7.25,8.34,18.96,0,EA,AC,HAFELE,547.51.304,4,1,0,0,0,Y
AC-0000760,SHOE FENCE MATTE BLACK 35IN,SHOE FENCE MATTE BLACK 35IN,SHOE FENCE MATTE BLACK 35IN,0,AC Closet Add,9.84,11.32,24.28,0,EA,AC,HAFELE,547.51.306,4,1,0,0,0,Y
AC-0000761,ROBE HOOK - MATTE BLACK ,ROBE HOOK - MATTE BLACK ,ROBE HOOK - MATTE BLACK ,0,AC Closet Add,1.21,1.39,6.57,0,EA,AC,HAFELE,845.01.340,4,1,0,0,0,Y
AC-0000762,ROBE HOOK - MATTE GOLD ,ROBE HOOK - MATTE GOLD ,ROBE HOOK - MATTE GOLD ,0,AC Closet Add,1.18,1.36,6.5,0,EA,AC,HAFELE,845.01.540,4,1,0,0,0,Y
AC-0000763,Hamper Basket Matte Black  18x14x19,Hamper Basket Matte Black  18x14x19,Hamper Basket Matte Black  18x14x19,0,AC Hamper,27.42,31.53,59.34,0,EA,AC,HAFELE,547.42.331,4,1,0,0,0,Y
AC-0000764,Hamper Basket Matte Black  18x16x19,Hamper Basket Matte Black  18x16x19,Hamper Basket Matte Black  18x16x19,0,AC Hamper,29.96,34.45,64.56,0,EA,AC,HAFELE,547.42.341,4,1,0,0,0,Y
AC-0000765,Hamper Basket Matte Black  24x14x19,Hamper Basket Matte Black  24x14x19,Hamper Basket Matte Black  24x14x19,0,AC Hamper,32.23,37.06,69.22,0,EA,AC,HAFELE,547.42.332,4,1,0,0,0,Y
AC-0000766,Hamper Basket Matte Black  24x16x19,Hamper Basket Matte Black  24x16x19,Hamper Basket Matte Black  24x16x19,0,AC Hamper,34.44,39.61,73.76,0,EA,AC,HAFELE,547.42.342,4,1,0,0,0,Y
AC-0000767,Hamper Rack Matte Black  214 MM,Hamper Rack Matte Black  214 MM,Hamper Rack Matte Black  214 MM,0,AC Hamper,1,1.15,5.11,0,EA,AC,HAFELE,547.42.390,4,1,0,0,0,Y
AC-0000768,"14"" x 17"" x 6"" (6H) MATTE BLACK ","14"" x 17"" x 6"" (6H) MATTE BLACK ","14"" x 17"" x 6"" (6H) MATTE BLACK ",0,AC Closet Add,24.35,28,54.06,0,EA,AC,HAFELE,547.38.332,4,1,0,0,0,Y
AC-0000769,"14"" x 17"" x 11"" (11H) MATTE BLACK","14"" x 17"" x 11"" (11H) MATTE BLACK","14"" x 17"" x 11"" (11H) MATTE BLACK",0,AC Closet Add,27.78,31.95,61.11,0,EA,AC,HAFELE,547.38.336,4,1,0,0,0,Y
AC-0000770,"14"" x 17"" x 17"" (16H) MATTE BLACK ","14"" x 17"" x 17"" (16H) MATTE BLACK ","14"" x 17"" x 17"" (16H) MATTE BLACK ",0,AC Closet Add,33.28,38.27,72.4,0,EA,AC,HAFELE,547.38.338,4,1,0,0,0,Y
AC-0000771,"14"" x 23"" x 6"" (6H) MATTE BLACK ","14"" x 23"" x 6"" (6H) MATTE BLACK ","14"" x 23"" x 6"" (6H) MATTE BLACK ",0,AC Closet Add,25.41,29.22,56.24,0,EA,AC,HAFELE,547.40.332,4,1,0,0,0,Y
AC-0000772,"14"" x 23"" x 11"" (11H) MATTE BLACK ","14"" x 23"" x 11"" (11H) MATTE BLACK ","14"" x 23"" x 11"" (11H) MATTE BLACK ",0,AC Closet Add,29.85,34.33,65.35,0,EA,AC,HAFELE,547.40.336,4,1,0,0,0,Y
AC-0000773,"14"" x 23"" x 17"" (16H) MATTE BLACK","14"" x 23"" x 17"" (16H) MATTE BLACK","14"" x 23"" x 17"" (16H) MATTE BLACK",0,AC Closet Add,35.28,40.57,76.5,0,EA,AC,HAFELE,547.40.338,4,1,0,0,0,Y
AC-0000774,"14"" x 29"" x 6"" (6H) MATTE BLACK","14"" x 29"" x 6"" (6H) MATTE BLACK","14"" x 29"" x 6"" (6H) MATTE BLACK",0,AC Closet Add,30.55,35.13,66.79,0,EA,AC,HAFELE,547.41.332,4,1,0,0,0,Y
AC-0000775,"14"" x 29"" x 11"" (11H) MATTE BLACK","14"" x 29"" x 11"" (11H) MATTE BLACK","14"" x 29"" x 11"" (11H) MATTE BLACK",0,AC Closet Add,34.76,39.97,75.43,0,EA,AC,HAFELE,547.41.336,4,1,0,0,0,Y
AC-0000776,"14"" x 29"" x 17"" (16H) MATTE BLACK","14"" x 29"" x 17"" (16H) MATTE BLACK","14"" x 29"" x 17"" (16H) MATTE BLACK",0,AC Closet Add,48.54,55.82,103.72,0,EA,AC,HAFELE,547.41.338,4,1,0,0,0,Y
AC-0000777,"16"" x 17"" x 6"" (6H) MATTE BLACK","16"" x 17"" x 6"" (6H) MATTE BLACK","16"" x 17"" x 6"" (6H) MATTE BLACK",0,AC Closet Add,24.55,28.23,54.48,0,EA,AC,HAFELE,547.38.352,4,1,0,0,0,Y
AC-0000778,"16"" x 17"" x 11"" (11H) MATTE BLACK","16"" x 17"" x 11"" (11H) MATTE BLACK","16"" x 17"" x 11"" (11H) MATTE BLACK",0,AC Closet Add,30.85,35.48,67.41,0,EA,AC,HAFELE,547.38.356,4,1,0,0,0,Y
AC-0000779,"16"" x 17"" x 17"" (16H) MATTE BLACK ","16"" x 17"" x 17"" (16H) MATTE BLACK ","16"" x 17"" x 17"" (16H) MATTE BLACK ",0,AC Closet Add,36.03,41.43,78.04,0,EA,AC,HAFELE,547.38.358,4,1,0,0,0,Y
AC-0000780,"16"" x 23"" x 6"" (6H) MATTE BLACK ","16"" x 23"" x 6"" (6H) MATTE BLACK ","16"" x 23"" x 6"" (6H) MATTE BLACK ",0,AC Closet Add,25.33,29.13,56.08,0,EA,AC,HAFELE,547.40.352,4,1,0,0,0,Y
AC-0000781,"16"" x 23"" x 11"" (11H) MATTE BLACK","16"" x 23"" x 11"" (11H) MATTE BLACK","16"" x 23"" x 11"" (11H) MATTE BLACK",0,AC Closet Add,29.13,33.5,63.87,0,EA,AC,HAFELE,547.40.356,4,1,0,0,0,Y
AC-0000782,"16"" x 23"" x 17"" (16H) MATTE BLACK","16"" x 23"" x 17"" (16H) MATTE BLACK","16"" x 23"" x 17"" (16H) MATTE BLACK",0,AC Closet Add,38.21,43.94,82.52,0,EA,AC,HAFELE,547.40.358,4,1,0,0,0,Y
AC-0000783,"16"" x 29"" x 6"" (6H) MATTE BLACK","16"" x 29"" x 6"" (6H) MATTE BLACK","16"" x 29"" x 6"" (6H) MATTE BLACK",0,AC Closet Add,34.54,39.72,74.98,0,EA,AC,HAFELE,547.41.352,4,1,0,0,0,Y
AC-0000784,"16"" x 29"" x 11"" (11H) MATTE BLACK","16"" x 29"" x 11"" (11H) MATTE BLACK","16"" x 29"" x 11"" (11H) MATTE BLACK",0,AC Closet Add,37.73,43.39,81.53,0,EA,AC,HAFELE,547.41.356,4,1,0,0,0,Y
AC-0000785,"16"" x 29"" x 17"" (16H) MATTE BLACK ","16"" x 29"" x 17"" (16H) MATTE BLACK ","16"" x 29"" x 17"" (16H) MATTE BLACK ",0,AC Closet Add,48.43,55.69,103.5,0,EA,AC,HAFELE,547.41.358,4,1,0,0,0,Y
AC-0000786,ELITE RND ROD MATTE BLACK 8FT,ELITE RND ROD MATTE BLACK 8FT,ELITE RND ROD MATTE BLACK 8FT,0,AC Rod,3.92,4.51,7.92,0,LF,AC,HAFELE,801.43.340,4,1,0,0,0,Y
AC-0000787,ELITE RND POLE CUP MATT BLACK ,ELITE RND POLE CUP MATT BLACK ,ELITE RND POLE CUP MATT BLACK ,0,AC Rod,2.94,3.38,6.19,0,EA,AC,HAFELE,803.64.410,4,1,0,0,0,Y
AC-0000788,ELITE TIE RACK MATTE BLACK 12IN,ELITE TIE RACK MATTE BLACK 12IN,ELITE TIE RACK MATTE BLACK 12IN,0,AC Closet Add,28.16,32.38,61.88,0,EA,AC,HAFELE,807.67.501,4,1,0,0,0,Y
AC-0000789,ELITE TIE RACK MATTE BLACK 14IN,ELITE TIE RACK MATTE BLACK 14IN,ELITE TIE RACK MATTE BLACK 14IN,0,AC Closet Add,33.46,38.48,72.77,0,EA,AC,HAFELE,807.67.503,4,1,0,0,0,Y
AC-0000790,ELITE TIE RACK MATTE BLACK 18IN,ELITE TIE RACK MATTE BLACK 18IN,ELITE TIE RACK MATTE BLACK 18IN,0,AC Closet Add,42.03,48.33,90.36,0,EA,AC,HAFELE,807.67.505,4,1,0,0,0,Y
AC-0000791,ELITE BELT RACK MATTE BLACK 12IN,ELITE BELT RACK MATTE BLACK 12IN,ELITE BELT RACK MATTE BLACK 12IN,0,AC Closet Add,25.99,29.89,57.43,0,EA,AC,HAFELE,807.67.511,4,1,0,0,0,Y
AC-0000792,ELITE BELT RACK MATTE BLACK 14IN,ELITE BELT RACK MATTE BLACK 14IN,ELITE BELT RACK MATTE BLACK 14IN,0,AC Closet Add,30.9,35.54,67.51,0,EA,AC,HAFELE,807.67.513,4,1,0,0,0,Y
AC-0000793,ELITE BELT RACK MATTE BLACK 18IN,ELITE BELT RACK MATTE BLACK 18IN,ELITE BELT RACK MATTE BLACK 18IN,0,AC Closet Add,39.48,45.4,85.12,0,EA,AC,HAFELE,807.67.515,4,1,0,0,0,Y
AC-0000794,ELITE VALET ROD MATTE BLACK 12IN,ELITE VALET ROD MATTE BLACK 12IN,ELITE VALET ROD MATTE BLACK 12IN,0,AC Closet Add,23.12,26.59,51.54,0,EA,AC,HAFELE,808.71.501,4,1,0,0,0,Y
AC-0000795,ELITE VALET ROD MATTE BLACK 14IN,ELITE VALET ROD MATTE BLACK 14IN,ELITE VALET ROD MATTE BLACK 14IN,0,AC Closet Add,24.18,27.81,53.71,0,EA,AC,HAFELE,808.71.503,4,1,0,0,0,Y
AC-0000796,ELITE SCARF RACK MATTE BLACK 12IN,ELITE SCARF RACK MATTE BLACK 12IN,ELITE SCARF RACK MATTE BLACK 12IN,0,AC Closet Add,30.63,35.22,66.95,0,EA,AC,HAFELE,807.67.521,4,1,0,0,0,Y
AC-0000797,ELITE SCARF RACK MATTE BLACK 14IN,ELITE SCARF RACK MATTE BLACK 14IN,ELITE SCARF RACK MATTE BLACK 14IN,0,AC Closet Add,36.5,41.98,79.01,0,EA,AC,HAFELE,807.67.523,4,1,0,0,0,Y
AC-0000798,ELITE SCARF RACK MATTE BLACK 18IN,ELITE SCARF RACK MATTE BLACK 18IN,ELITE SCARF RACK MATTE BLACK 18IN,0,AC Closet Add,45.58,52.42,97.64,0,EA,AC,HAFELE,807.67.525,4,1,0,0,0,Y
AC-0000799,ELITE DOUBLE HOOK MATTE BLACK ,ELITE DOUBLE HOOK MATT BLACK ,ELITE DOUBLE HOOK MATT BLACK ,0,AC Closet Add,13.25,15.24,31.28,0,EA,AC,HAFELE,807.68.340,4,1,0,0,0,Y
AC-0000800,ELITE SHOE FENCE MATTE BLACK 11IN,ELITE SHOE FENCE MATTE BLACK 11IN,ELITE SHOE FENCE MATTE BLACK 11IN,0,AC Closet Add,7.01,8.06,18.47,0,EA,AC,HAFELE,547.52.521,4,1,0,0,0,Y
AC-0000801,ELITE SHOE FENCE MATTE BLACK 17IN,ELITE SHOE FENCE MATTE BLACK 17IN,ELITE SHOE FENCE MATTE BLACK 17IN,0,AC Closet Add,9.02,10.37,22.59,0,EA,AC,HAFELE,547.52.522,4,1,0,0,0,Y
AC-0000802,ELITE SHOE FENCE MATTE BLACK 23IN,ELITE SHOE FENCE MATTE BLACK 23IN,ELITE SHOE FENCE MATTE BLACK 23IN,0,AC Closet Add,10.05,11.56,24.71,0,EA,AC,HAFELE,547.52.523,4,1,0,0,0,Y
