SKU,Description,Name,DisplayName,Available in SNaP,Pricing Formula,Cost,FranchisePrice,RetailPrice,Series,UOM,ProductType,VendorName,VendorItemNum,Type,Thickness,TypeCode,ColorCode,ProfileCode,IsActive
AC-0000379,"LOOX5 Clip connector for ribbon, 8mm/12-24v 0","LOOX5 Clip connector for ribbon, 8mm/12-24v 0","LOOX5 Clip connector for ribbon, 8mm/12-24v 0",0,AC Lighting,2.01,2.31,7.19,LOOX,EA,AC,HAFELE,833.89.206,4,1,0,0,0,N
AC-0000380,"Loox5 Driver 100-240 Volts AC to 12 volts DC, 60 Watts, PFC 0","Loox5 Driver 100-240 Volts AC to 12 volts DC, 60 Watts, PFC 0","Loox5 Driver 100-240 Volts AC to 12 volts DC, 60 Watts, PFC 0",0,AC Lighting,37.99,43.69,81.04,LOOX,EA,AC,HAFELE,833.95.003,4,1,0,0,0,N
AC-0000381,LOOX5 Lead ribbon 8mm/12v/0.5 meter 0,LOOX5 Lead ribbon 8mm/12v/0.5 meter 0,LOOX5 Lead ribbon 8mm/12v/0.5 meter 0,0,AC Lighting,3.93,4.52,11.13,LOOX,EA,AC,HAFELE,833.95.701,4,1,0,0,0,N
AC-0000382,"LOOX5 Lead ribbon, silicone 8mm/12v/2.0 meters 0","LOOX5 Lead ribbon, silicone 8mm/12v/2.0 meters 0","LOOX5 Lead ribbon, silicone 8mm/12v/2.0 meters 0",0,AC Lighting,5.93,6.82,15.23,LOOX,EA,AC,HAFELE,833.95.703,4,1,0,0,0,N
AC-0000383,LOOX5 Extension lead 12v/0.5 meter 0,LOOX5 Extension lead 12v/0.5 meter 0,LOOX5 Extension lead 12v/0.5 meter 0,0,AC Lighting,2.93,3.37,9.08,LOOX,EA,AC,HAFELE,833.95.712,4,1,0,0,0,N
AC-0000384,LOOX5 Extension lead 12v/1.0 meter 0,LOOX5 Extension lead 12v/1.0 meter 0,LOOX5 Extension lead 12v/1.0 meter 0,0,AC Lighting,3.93,4.52,11.13,LOOX,EA,AC,HAFELE,833.95.713,4,1,0,0,0,N
AC-0000385,LOOX5 6-way distribution box with switching function 12v 0,LOOX5 6-way distribution box with switching function 12v 0,LOOX5 6-way distribution box with switching function 12v 0,0,AC Lighting,7.48,8.6,18.41,LOOX,EA,AC,HAFELE,833.95.748,4,1,0,0,0,N
AC-0000386,"6-way distributor, with switch, 12 v/3.5 a, black 0","6-way distributor, with switch, 12 v/3.5 a, black 0","6-way distributor, with switch, 12 v/3.5 a, black 0",0,AC Lighting,6.24,7.18,15.87,LOOX,EA,AC,HAFELE,833.95.749,4,1,0,0,0,N
AC-0000387,"Adapter 12v, 3.5 Amp, plug 3.5 socket 5, black 0","Adapter 12v, 3.5 Amp, plug 3.5 socket 5, black 0","Adapter 12v, 3.5 Amp, plug 3.5 socket 5, black 0",0,AC Lighting,1,1.15,5.11,LOOX,EA,AC,HAFELE,833.95.752,4,1,0,0,0,N
AC-0000388,"Mounting clip for profile 2103/2105, steel, chrome plated 0","Mounting clip for profile 2103/2105, steel, chrome plated 0","Mounting clip for profile 2103/2105, steel, chrome plated 0",0,AC Lighting,0.58,0.67,4.25,LOOX,EA,AC,HAFELE,833.95.761,4,1,0,0,0,N
AC-0000389,End cap for profile 1103 plastic silver 0,End cap for profile 1103 plastic silver 0,End cap for profile 1103 plastic silver 0,0,AC Lighting,0.46,0.53,4.01,LOOX,EA,AC,HAFELE,833.95.766,4,1,0,0,0,N
AC-0000390,"Endcap, for profile 2104, plastic, black 0","Endcap, for profile 2104, plastic, black 0","Endcap, for profile 2104, plastic, black 0",0,AC Lighting,0.46,0.53,4.01,LOOX,EA,AC,HAFELE,833.95.784,4,1,0,0,0,N
AC-0000391,LOOX5 Lead for modular light 12V/1.0 meter 0,LOOX5 Lead for modular light 12V/1.0 meter 0,LOOX5 Lead for modular light 12V/1.0 meter 0,0,AC Lighting,2.92,3.36,9.06,LOOX,EA,AC,HAFELE,833.95.789,4,1,0,0,0,N
AC-0000392,"Hafele Connect Blue Tooth Low Energy Box, 12 volt direct current, 4-channel","Hafele Connect Blue Tooth Low Energy Box, 12 volt direct current, 4-channel","Hafele Connect Blue Tooth Low Energy Box, 12 volt direct current, 4-channel",0,AC Lighting,74.75,85.96,156.5,LOOX,EA,AC,HAFELE,850.00.005,4,1,0,0,0,N
AC-0000393,"Wall switch, BLE, single, rocker, white plastic, USA version 0","Wall switch, BLE, single, rocker, white plastic, USA version 0","Wall switch, BLE, single, rocker, white plastic, USA version 0",0,AC Lighting,88,101.2,183.7,LOOX,EA,AC,HAFELE,850.00.025,4,1,0,0,0,N
AC-0000394,Connect Mesh Wall Switch 0,Connect Mesh Wall Switch 0,Connect Mesh Wall Switch 0,0,AC Lighting,48.9,56.24,103.44,LOOX,EA,AC,HAFELE,850.00.041,4,1,0,0,0,N
AC-0000395,Connect MESH 6-way distributor 12volt 60 watt 0,Connect MESH 6-way distributor 12volt 60 watt 0,Connect MESH 6-way distributor 12volt 60 watt 0,0,AC Lighting,58.23,66.96,122.59,LOOX,EA,AC,HAFELE,850.00.042,4,1,0,0,0,N
AC-0000396,"White, 12x7mmx2.5m (8-ft lengths)","White, 12x7mmx2.5m (8-ft lengths)","White, 12x7mmx2.5m (8-ft lengths)",0,AC Lighting,10.8,12.42,25.23,0,EA,AC,HAFELE,833.89.013,4,1,0,0,0,N
AC-0000397,"Brown, 12x7mmx2.5m (8-ft lengths)","Brown, 12x7mmx2.5m (8-ft lengths)","Brown, 12x7mmx2.5m (8-ft lengths)",0,AC Lighting,10.8,12.42,25.23,0,EA,AC,HAFELE,833.89.023,4,1,0,0,0,N
AC-0000398,"Black, 12x7mmx2.5m (8-ft lengths)","Black, 12x7mmx2.5m (8-ft lengths)","Black, 12x7mmx2.5m (8-ft lengths)",0,AC Lighting,10.8,12.42,25.23,0,EA,AC,HAFELE,833.89.033,4,1,0,0,0,N
AC-0000399,"Omni Track Kit 48""","Track Kit 48""","Track Kit 48""",0,AC Grg Wall,162,186.3,333.57,OMNI,EA,AC,HAFELE,792.00.001,4,1,0,0,0,Y
AC-0000400,"Omni Track Kit 97""","Track Kit 97""","Track Kit 97""",0,AC Grg Wall,168.4,193.66,346.71,OMNI,EA,AC,HAFELE,792.00.002,4,1,0,0,0,Y
AC-0000401,Lawn/Garden Kit,Lawn/Garden Kit,Lawn/Garden Kit,0,AC Grg Wall,143.94,165.53,296.49,OMNI,EA,AC,HAFELE,792.02.241,4,1,0,0,0,Y
AC-0000402,Sports Kit,Sports Kit,Sports Kit,0,AC Grg Wall,182.85,210.28,376.37,OMNI,EA,AC,HAFELE,792.02.000,4,1,0,0,0,Y
AC-0000403,Work Bench Kit/Craft Bench Kit,Work Bench Kit/Craft Bench Kit,Work Bench Kit/Craft Bench Kit,0,AC Grg Wall,116.55,134.03,240.27,OMNI,EA,AC,HAFELE,792.02.240,4,1,0,0,0,Y
AC-0000404,Heavy Duty Hose Hook,Heavy Duty Hose Hook,Heavy Duty Hose Hook,0,AC Grg Wall,25.51,29.34,53.39,OMNI,EA,AC,HAFELE,792.02.202,4,1,0,0,0,Y
AC-0000405,Heavy Duty Utility Hook,Heavy Duty Utility Hook,Heavy Duty Utility Hook,0,AC Grg Wall,14.95,17.19,31.71,OMNI,EA,AC,HAFELE,792.02.203,4,1,0,0,0,Y
AC-0000406,"Heavy Duty 14"" Utility Hook","Heavy Duty 14"" Utility Hook","Heavy Duty 14"" Utility Hook",0,AC Grg Wall,26.19,30.12,54.78,OMNI,EA,AC,HAFELE,792.02.070,4,1,0,0,0,Y
AC-0000407,"Heavy Duty 16"" Utility Hook","Heavy Duty 16"" Utility Hook","Heavy Duty 16"" Utility Hook",0,AC Grg Wall,56.09,64.5,116.16,OMNI,EA,AC,HAFELE,792.02.005,4,1,0,0,0,Y
AC-0000408,Heavy Duty Fishing Rod Hook,Heavy Duty Fishing Rod Hook,Heavy Duty Fishing Rod Hook,0,AC Grg Wall,21.6,24.84,45.36,OMNI,EA,AC,HAFELE,792.02.006,4,1,0,0,0,Y
AC-0000409,Heavy Duty Garden Tool Hook,Heavy Duty Garden Tool Hook,Heavy Duty Garden Tool Hook,0,AC Grg Wall,16.43,18.89,34.75,OMNI,EA,AC,HAFELE,792.02.200,4,1,0,0,0,Y
AC-0000410,Heavy Duty Bike Hook,Heavy Duty Bike Hook,Heavy Duty Bike Hook,0,AC Grg Wall,13.2,15.18,28.12,OMNI,EA,AC,HAFELE,792.02.201,4,1,0,0,0,Y
AC-0000411,Pliers Hook,Pliers Hook,Pliers Hook,0,AC Grg Wall,3.96,4.55,9.15,OMNI,EA,AC,HAFELE,792.02.250,4,1,0,0,0,Y
AC-0000412,Wrench Hook,Wrench Hook,Wrench Hook,0,AC Grg Wall,3.96,4.55,9.15,OMNI,EA,AC,HAFELE,792.02.251,4,1,0,0,0,Y
AC-0000413,Screwdriver Hook,Screwdriver Hook,Screwdriver Hook,0,AC Grg Wall,6.16,7.08,13.67,OMNI,EA,AC,HAFELE,792.02.252,4,1,0,0,0,Y
AC-0000414,Basket Hook for Wire Basket,Basket Hook for Wire Basket,Basket Hook for Wire Basket,0,AC Grg Wall,3.96,4.55,9.15,OMNI,EA,AC,HAFELE,792.02.007,4,1,0,0,0,Y
AC-0000415,Single Hook,Single Hook,Single Hook,0,AC Grg Wall,3.96,4.55,9.15,OMNI,EA,AC,HAFELE,792.02.253,4,1,0,0,0,Y
AC-0000416,Paper Organizer,Paper Organizer,Paper Organizer,0,AC Grg Wall,13.22,15.2,28.16,OMNI,EA,AC,HAFELE,792.02.254,4,1,0,0,0,Y
AC-0000417,Hand Tool Hook,Hand Tool Hook,Hand Tool Hook,0,AC Grg Wall,8.86,10.19,19.21,OMNI,EA,AC,HAFELE,792.02.255,4,1,0,0,0,Y
AC-0000418,Small Storage Bin,Small Storage Bin,Small Storage Bin,0,AC Grg Wall,2.57,2.96,6.29,OMNI,EA,AC,HAFELE,792.02.380,4,1,0,0,0,Y
AC-0000419,Medium Storage Bin,Medium Storage Bin,Medium Storage Bin,0,AC Grg Wall,4.21,4.84,9.66,OMNI,EA,AC,HAFELE,792.02.381,4,1,0,0,0,Y
AC-0000420,Large Storage Bin,Large Storage Bin,Large Storage Bin,0,AC Grg Wall,11.48,13.2,24.58,OMNI,EA,AC,HAFELE,792.02.382,4,1,0,0,0,Y
AC-0000421,"HandiWALL Panel, Black, PVC, Sold per sq ft","HandiWALL Panel, Black, PVC, Sold per sq ft","HandiWALL Panel, Black, PVC, Sold per sq ft",0,AC Grg Wall,160.03,184.03,329.52,HANDI,SQFT,AC,HAFELE,792.10.321,4,1,0,0,0,Y
AC-0000422,"HandiTRIM Large J Molding, black, PVC, Included in Panel Price","HandiTRIM Large J Molding, black, PVC, Included in Panel Price","HandiTRIM Large J Molding, black, PVC, Included in Panel Price",0,AC Grg Wall,9.79,11.26,21.11,HANDI,LF,AC,HAFELE,792.10.382,4,1,0,0,0,Y
AC-0000423,"HandiWALL Panel, Silver, PVC, Sold per sq ft","HandiWALL Panel, Silver, PVC, Sold per sq ft","HandiWALL Panel, Silver, PVC, Sold per sq ft",0,AC Grg Wall,181.39,208.6,373.37,HANDI,SQFT,AC,HAFELE,792.10.931,4,1,0,0,0,Y
AC-0000424,"HandiTRIM Large J Molding, silver, PVC, Included in Panel Price","HandiTRIM Large J Molding, silver, PVC, Included in Panel Price","HandiTRIM Large J Molding, silver, PVC, Included in Panel Price",0,AC Grg Wall,9.79,11.26,21.11,HANDI,LF,AC,HAFELE,792.10.992,4,1,0,0,0,Y
AC-0000425,"HandiWALL Panel, White, PVC, Sold per sq ft","HandiWALL Panel, White, PVC, Sold per sq ft","HandiWALL Panel, White, PVC, Sold per sq ft",0,AC Grg Wall,160.03,184.03,329.52,HANDI,SQFT,AC,HAFELE,792.10.721,4,1,0,0,0,Y
AC-0000426,"HandiTRIM Large J Molding, white, PVC, Included in Panel Price","HandiTRIM Large J Molding, white, PVC, Included in Panel Price","HandiTRIM Large J Molding, white, PVC, Included in Panel Price",0,AC Grg Wall,9.79,11.26,21.11,HANDI,LF,AC,HAFELE,792.10.782,4,1,0,0,0,Y
AC-0000427,"HandiWALL Panel, Maple, PVC, Sold per sq ft. - non stocking","HandiWALL Panel, Maple, PVC, Sold per sq ft. - non stocking","HandiWALL Panel, Maple, PVC, Sold per sq ft. - non stocking",0,AC Grg Wall,194.9,224.14,401.1,HANDI,SQFT,AC,HAFELE,792.10.121,4,1,0,0,0,Y
AC-0000428,"HandiTRIM Large J Molding, Maple, PVC, Included in Panel Price","HandiTRIM Large J Molding, Maple, PVC, Included in Panel Price","HandiTRIM Large J Molding, Maple, PVC, Included in Panel Price",0,AC Grg Wall,9.79,11.26,21.11,HANDI,LF,AC,HAFELE,792.10.182,4,1,0,0,0,Y
AC-0000429,"HandiWALL Panel, Gray, PVC, Sold per Sq ft. - non stocking","HandiWALL Panel, Gray, PVC, Sold per Sq ft. - non stocking","HandiWALL Panel, Gray, PVC, Sold per Sq ft. - non stocking",0,AC Grg Wall,175.38,201.69,361.03,HANDI,SQFT,AC,HAFELE,792.10.521,4,1,0,0,0,Y
AC-0000430,"HandiTRIM Large J Molding, Gray, PVC, Included in Panel Price","HandiTRIM Large J Molding, Gray, PVC, Included in Panel Price","HandiTRIM Large J Molding, Gray, PVC, Included in Panel Price",0,AC Grg Wall,9.79,11.26,21.11,HANDI,LF,AC,HAFELE,792.10.582,4,1,0,0,0,Y
AC-0000431,"HandiWALL Panel, Taupe, PVC, Sold per Sq ft. non stocking","HandiWALL Panel, Taupe, PVC, Sold per Sq ft. non stocking","HandiWALL Panel, Taupe, PVC, Sold per Sq ft. non stocking",0,AC Grg Wall,160.03,184.03,329.52,HANDI,SQFT,AC,HAFELE,792.10.621,4,1,0,0,0,Y
AC-0000432,"HandiTRIM Large J Molding, Taupe, PVC, Included in Panel Price","HandiTRIM Large J Molding, Taupe, PVC, Included in Panel Price","HandiTRIM Large J Molding, Taupe, PVC, Included in Panel Price",0,AC Grg Wall,9.79,11.26,21.11,HANDI,LF,AC,HAFELE,792.10.682,4,1,0,0,0,Y
AC-0000433,"HandiACCESSORIES Garden Center, steel 0","HandiACCESSORIES Garden Center, steel 0","HandiACCESSORIES Garden Center, steel 0",0,AC Grg Wall,65.77,75.64,136.03,HANDI,EA,AC,HAFELE,792.12.040,4,1,0,0,0,Y
AC-0000434,"HandiACCESSORIES Sports Accessory Rack, steel 0","HandiACCESSORIES Sports Accessory Rack, steel 0","HandiACCESSORIES Sports Accessory Rack, steel 0",0,AC Grg Wall,51.14,58.81,106,HANDI,EA,AC,HAFELE,792.13.080,4,1,0,0,0,Y
AC-0000435,"HandiACCESSORIES Horizontal Bike Rack, steel 0","HandiACCESSORIES Horizontal Bike Rack, steel 0","HandiACCESSORIES Horizontal Bike Rack, steel 0",0,AC Grg Wall,53.24,61.23,110.31,HANDI,EA,AC,HAFELE,792.14.010,4,1,0,0,0,Y
AC-0000436,"Work Bench Accessory Kit, with locking hooks, 12 pieces 0","Work Bench Accessory Kit, with locking hooks, 12 pieces 0","Work Bench Accessory Kit, with locking hooks, 12 pieces 0",0,AC Grg Wall,134.59,154.78,277.3,HANDI,EA,AC,HAFELE,792.15.071,4,1,0,0,0,Y
AC-0000437,"HandiTRIM Indented Edge Cap, gray, PVC, 96"" 0","HandiTRIM Indented Edge Cap, gray, PVC, 96"" 0","HandiTRIM Indented Edge Cap, black, PVC, 96"" 0",0,AC Grg Wall,5.83,6.7,12.98,HANDI,EA,AC,HAFELE,792.10.562,4,1,0,0,0,Y
AC-0000438,"HandiTRIM Indented Edge Cap, black, PVC, 96"" 0","HandiTRIM Indented Edge Cap, black, PVC, 96"" 0","HandiTRIM Indented Edge Cap, gray, PVC, 96"" 0",0,AC Grg Wall,5.83,6.7,12.98,HANDI,EA,AC,HAFELE,792.10.362,4,1,0,0,0,Y
AC-0000440,"HandiTRIM Indented Edge Cap, taupe, PVC, 96"" 0","HandiTRIM Indented Edge Cap, taupe, PVC, 96"" 0","HandiTRIM Indented Edge Cap, taupe, PVC, 96"" 0",0,AC Grg Wall,5.83,6.7,12.98,HANDI,EA,AC,HAFELE,792.10.662,4,1,0,0,0,Y
AC-0000441,"HandiTRIM Indented Edge Cap, white, PVC, 96"" 0","HandiTRIM Indented Edge Cap, white, PVC, 96"" 0","HandiTRIM Indented Edge Cap, white, PVC, 96"" 0",0,AC Grg Wall,5.83,6.7,12.98,HANDI,EA,AC,HAFELE,792.10.762,4,1,0,0,0,Y
AC-0000442,"HandiTRIM Indented Edge Cap, silver, PVC, 96"" 0","HandiTRIM Indented Edge Cap, silver, PVC, 96"" 0","HandiTRIM Indented Edge Cap, silver, PVC, 96"" 0",0,AC Grg Wall,5.83,6.7,12.98,HANDI,EA,AC,HAFELE,792.10.972,4,1,0,0,0,Y
AC-0000443,"HandiTRIM Inside/Outside Corner Molding, black, PVC, 96"" 0","HandiTRIM Inside/Outside Corner Molding, black, PVC, 96"" 0","HandiTRIM Inside/Outside Corner Molding, black, PVC, 96"" 0",0,AC Grg Wall,10.7,12.31,22.98,HANDI,EA,AC,HAFELE,792.11.302,4,1,0,0,0,Y
AC-0000444,"HandiTRIM Inside/Outside Corner Molding, white, PVC, 96"" 0","HandiTRIM Inside/Outside Corner Molding, white, PVC, 96"" 0","HandiTRIM Inside/Outside Corner Molding, white, PVC, 96"" 0",0,AC Grg Wall,10.7,12.31,22.98,HANDI,EA,AC,HAFELE,792.11.702,4,1,0,0,0,Y
AC-0000445,"HandiACCESSORIES Basket, steel, 3"" x 12"" 0 0","HandiACCESSORIES Basket, steel, 3"" x 12"" 0 0","HandiACCESSORIES Basket, steel, 3"" x 12"" 0 0",0,AC Grg Wall,14.22,16.35,30.21,HANDI,EA,AC,HAFELE,792.12.000,4,1,0,0,0,Y
AC-0000446,"HandiACCESSORIES Basket, steel, 8"" x 12"" 0","HandiACCESSORIES Basket, steel, 8"" x 12"" 0","HandiACCESSORIES Basket, steel, 8"" x 12"" 0",0,AC Grg Wall,20.58,23.67,43.27,HANDI,EA,AC,HAFELE,792.12.010,4,1,0,0,0,Y
AC-0000447,"HandiACCESSORIES Basket, steel, 12"" x 18"" 0","HandiACCESSORIES Basket, steel, 12"" x 18"" 0","HandiACCESSORIES Basket, steel, 12"" x 18"" 0",0,AC Grg Wall,30.68,35.28,63.99,HANDI,EA,AC,HAFELE,792.12.020,4,1,0,0,0,Y
AC-0000448,"HandiACCESSORIES Basket, steel, 12"" x 24"" 0","HandiACCESSORIES Basket, steel, 12"" x 24"" 0","HandiACCESSORIES Basket, steel, 12"" x 24"" 0",0,AC Grg Wall,34.78,40,72.41,HANDI,EA,AC,HAFELE,792.12.030,4,1,0,0,0,Y
AC-0000449,"HandiACCESSORIES Loop Hook, steel, 4"" 0","HandiACCESSORIES Loop Hook, steel, 4"" 0","HandiACCESSORIES Loop Hook, steel, 4"" 0",0,AC Grg Wall,12.61,14.5,26.91,HANDI,EA,AC,HAFELE,792.12.050,4,1,0,0,0,Y
AC-0000450,"HandiACCESSORIES Loop Hook, steel, 8"" 0","HandiACCESSORIES Loop Hook, steel, 8"" 0","HandiACCESSORIES Loop Hook, steel, 8"" 0",0,AC Grg Wall,16.38,18.84,34.64,HANDI,EA,AC,HAFELE,792.12.051,4,1,0,0,0,Y
AC-0000451,"HandiACCESSORIES Double Hook, steel, 4"" 0 0","HandiACCESSORIES Double Hook, steel, 4"" 0 0","HandiACCESSORIES Double Hook, steel, 4"" 0 0",0,AC Grg Wall,11.34,13.04,24.3,HANDI,EA,AC,HAFELE,792.12.060,4,1,0,0,0,Y
AC-0000452,"HandiACCESSORIES Double Hook, steel, 8"" 0","HandiACCESSORIES Double Hook, steel, 8"" 0","HandiACCESSORIES Double Hook, steel, 8"" 0",0,AC Grg Wall,13.82,15.89,29.39,HANDI,EA,AC,HAFELE,792.12.061,4,1,0,0,0,Y
AC-0000453,"HandiACCESSORIES Snap Hook, steel, 1"" 0","HandiACCESSORIES Snap Hook, steel, 1"" 0","HandiACCESSORIES Snap Hook, steel, 1"" 0",0,AC Grg Wall,1.56,1.79,4.22,HANDI,EA,AC,HAFELE,792.12.070,4,1,0,0,0,Y
AC-0000454,"HandiACCESSORIES Snap Hook, steel, 4"" 0","HandiACCESSORIES Snap Hook, steel, 4"" 0","HandiACCESSORIES Snap Hook, steel, 4"" 0",0,AC Grg Wall,1.97,2.27,5.06,HANDI,EA,AC,HAFELE,792.12.071,4,1,0,0,0,Y
AC-0000455,"HandiACCESSORIES Snap Hook, steel, 6"" 0","HandiACCESSORIES Snap Hook, steel, 6"" 0","HandiACCESSORIES Snap Hook, steel, 6"" 0",0,AC Grg Wall,2.14,2.46,5.42,HANDI,EA,AC,HAFELE,792.12.072,4,1,0,0,0,Y
AC-0000456,"HandiACCESSORIES Snap Hook, steel, 8"" 0","HandiACCESSORIES Snap Hook, steel, 8"" 0","HandiACCESSORIES Snap Hook, steel, 8"" 0",0,AC Grg Wall,2.39,2.75,5.93,HANDI,EA,AC,HAFELE,792.12.073,4,1,0,0,0,Y
AC-0000457,"HandiACCESSORIES J Hook, steel, 6"" 0","HandiACCESSORIES J Hook, steel, 6"" 0","HandiACCESSORIES J Hook, steel, 6"" 0",0,AC Grg Wall,13.09,15.05,27.89,HANDI,EA,AC,HAFELE,792.12.080,4,1,0,0,0,Y
AC-0000458,"HandiACCESSORIES Long Tool Bar with Hooks, steel, 24"" 0","HandiACCESSORIES Long Tool Bar with Hooks, steel, 24"" 0","HandiACCESSORIES Long Tool Bar with Hooks, steel, 24"" 0",0,AC Grg Wall,33.05,38.01,68.86,HANDI,EA,AC,HAFELE,792.12.090,4,1,0,0,0,Y
AC-0000459,"HandiACCESSORIES S Hook, steel 0","HandiACCESSORIES S Hook, steel 0","HandiACCESSORIES S Hook, steel 0",0,AC Grg Wall,8.08,9.29,17.61,HANDI,EA,AC,HAFELE,792.13.000,4,1,0,0,0,Y
AC-0000460,"HandiACCESSORIES Double Utility Hook, steel 0","HandiACCESSORIES Double Utility Hook, steel 0","HandiACCESSORIES Double Utility Hook, steel 0",0,AC Grg Wall,13.62,15.66,28.98,HANDI,EA,AC,HAFELE,792.13.010,4,1,0,0,0,Y
AC-0000461,"HandiACCESSORIES Garment Hook, steel, 6 pack 0","HandiACCESSORIES Garment Hook, steel, 6 pack 0","HandiACCESSORIES Garment Hook, steel, 6 pack 0",0,AC Grg Wall,8.5,9.78,18.47,HANDI,EA,AC,HAFELE,792.13.020,4,1,0,0,0,Y
AC-0000462,"HandiACCESSORIES Shelf, steel, 14"" x 24"" 0","HandiACCESSORIES Shelf, steel, 14"" x 24"" 0","HandiACCESSORIES Shelf, steel, 14"" x 24"" 0",0,AC Grg Wall,34.87,40.1,72.6,HANDI,EA,AC,HAFELE,792.13.030,4,1,0,0,0,Y
AC-0000463,"HandiACCESSORIES Shelf, steel, 14"" x 48"" 0","HandiACCESSORIES Shelf, steel, 14"" x 48"" 0","HandiACCESSORIES Shelf, steel, 14"" x 48"" 0",0,AC Grg Wall,55.43,63.74,114.8,HANDI,EA,AC,HAFELE,792.13.040,4,1,0,0,0,Y
AC-0000464,"HandiACCESSORIES Shoe Rack, steel, 13"" x 24"" 0","HandiACCESSORIES Shoe Rack, steel, 13"" x 24"" 0","HandiACCESSORIES Shoe Rack, steel, 13"" x 24"" 0",0,AC Grg Wall,28.66,32.96,59.85,HANDI,EA,AC,HAFELE,792.22.300,4,1,0,0,0,Y
AC-0000465,"HandiACCESSORIES Golf Accessory Holder, steel 0","HandiACCESSORIES Golf Accessory Holder, steel 0","HandiACCESSORIES Golf Accessory Holder, steel 0",0,AC Grg Wall,26.76,30.77,55.95,HANDI,EA,AC,HAFELE,792.13.060,4,1,0,0,0,Y
AC-0000466,"HandiACCESSORIES Bike Hook, steel, 5"" 0 0","HandiACCESSORIES Bike Hook, steel, 5"" 0 0","HandiACCESSORIES Bike Hook, steel, 5"" 0 0",0,AC Grg Wall,12.89,14.82,27.48,HANDI,EA,AC,HAFELE,792.13.070,4,1,0,0,0,Y
AC-0000467,"HandiACCESSORIES Tennis accessory Holder, steel 0","HandiACCESSORIES Tennis accessory Holder, steel 0","HandiACCESSORIES Tennis accessory Holder, steel 0",0,AC Grg Wall,25.98,29.88,54.35,HANDI,EA,AC,HAFELE,792.13.090,4,1,0,0,0,Y
AC-0000468,"HandiACCESSORIES Fishing Rod Holder, steel 0","HandiACCESSORIES Fishing Rod Holder, steel 0","HandiACCESSORIES Fishing Rod Holder, steel 0",0,AC Grg Wall,29.04,33.4,60.63,HANDI,EA,AC,HAFELE,792.14.000,4,1,0,0,0,Y
AC-0000469,"HandiACCESSORIES Ski Rack, steel 0","HandiACCESSORIES Ski Rack, steel 0","HandiACCESSORIES Ski Rack, steel 0",0,AC Grg Wall,13.82,15.89,29.39,HANDI,EA,AC,HAFELE,792.14.020,4,1,0,0,0,Y
AC-0000470,"HandiACCESSORIES Large Mesh Storage Basket, steel, mesh 0","HandiACCESSORIES Large Mesh Storage Basket, steel, mesh 0","HandiACCESSORIES Large Mesh Storage Basket, steel, mesh 0",0,AC Grg Wall,73.27,84.26,151.43,HANDI,EA,AC,HAFELE,792.14.030,4,1,0,0,0,Y
AC-0000471,"HandiACCESSORIES 9 Tilt Bin Storage Unit, plastic 0","HandiACCESSORIES 9 Tilt Bin Storage Unit, plastic 0","HandiACCESSORIES 9 Tilt Bin Storage Unit, plastic 0",0,AC Grg Wall,28.78,33.1,60.1,HANDI,EA,AC,HAFELE,792.14.050,4,1,0,0,0,Y
AC-0000472,"HandiACCESSORIES 6 Tilt Bin Storage Unit, plastic 0","HandiACCESSORIES 6 Tilt Bin Storage Unit, plastic 0","HandiACCESSORIES 6 Tilt Bin Storage Unit, plastic 0",0,AC Grg Wall,34.74,39.95,72.33,HANDI,EA,AC,HAFELE,792.14.051,4,1,0,0,0,Y
AC-0000473,"HandiACCESSORIES Screwdriver Rack, steel 0","HandiACCESSORIES Screwdriver Rack, steel 0","HandiACCESSORIES Screwdriver Rack, steel 0",0,AC Grg Wall,9.34,10.74,20.2,HANDI,EA,AC,HAFELE,792.14.060,4,1,0,0,0,Y
AC-0000474,"HandiACCESSORIES Magnetic Tool Bar, steel, 13"" 0","HandiACCESSORIES Magnetic Tool Bar, steel, 13"" 0","HandiACCESSORIES Magnetic Tool Bar, steel, 13"" 0",0,AC Grg Wall,15.95,18.34,33.76,HANDI,EA,AC,HAFELE,792.14.070,4,1,0,0,0,Y
AC-0000475,"HandiACCESSORIES Magnetic Tool Bar, steel, 24"" 0 0","HandiACCESSORIES Magnetic Tool Bar, steel, 24"" 0 0","HandiACCESSORIES Magnetic Tool Bar, steel, 24"" 0 0",0,AC Grg Wall,21.92,25.21,46.01,HANDI,EA,AC,HAFELE,792.14.071,4,1,0,0,0,Y
AC-0000476,"HandiACCESSORIES Multi-Purpose Roll Holder, steel 0","HandiACCESSORIES Multi-Purpose Roll Holder, steel 0","HandiACCESSORIES Multi-Purpose Roll Holder, steel 0",0,AC Grg Wall,10.55,12.13,22.67,HANDI,EA,AC,HAFELE,792.14.080,4,1,0,0,0,Y
AC-0000477,"HandiACCESSORIES Paper Towel Holder, steel 0","HandiACCESSORIES Paper Towel Holder, steel 0","HandiACCESSORIES Paper Towel Holder, steel 0",0,AC Grg Wall,6.96,8,15.31,HANDI,EA,AC,HAFELE,792.14.090,4,1,0,0,0,Y
AC-0000478,"HandiACCESSORIES Utility Bin, plastic, gray 0","HandiACCESSORIES Utility Bin, plastic, gray 0","HandiACCESSORIES Utility Bin, plastic, gray 0",0,AC Grg Wall,2.96,3.4,7.1,HANDI,EA,AC,HAFELE,792.14.540,4,1,0,0,0,Y
